ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('positive', 0.86)",positive,Happy,"('Happy', 0.4776962187796251)",On my birthday when several good friends came to visit me.
"('negative', 0.505)",negative,Sad,"('Sad', 0.4168473469922506)",went to the apartment of my boyfriend and saw some people before his door. thought that something had happened.
"('negative', 0.919)",negative,Angry,"('Angry', 0.32782131118162344)","My father called me (behind my mother's back) and told me that my mother disapproved my behavior in the weekend. However, he didn't tell me the details and left me with unanswered questions."
"('negative', 0.643)",negative,Sad,"('Sad', 0.5719066372927754)","felt very lonely, was very dissatisfied with myself when realised that could feel very jealous of other women because of my boyfriend."
"('positive', 0.451)",positive,Fear,"('Fear', 0.32375488391901575)","scene in film in which one man repressed another one. By concidence, their position was reversed. The other man was repressed in an identical way as he did before."
"('negative', 0.866)",negative,Angry,"('Angry', 0.2821398013644436)",When do not succeed in making myself clear to other people. When they do not understand what say.
"('negative', 0.582)",negative,Angry,"('Angry', 0.46248526312927885)",After the death of girl who disliked.
"('positive', 0.955)",positive,Happy,"('Happy', 0.39990479947908003)","felt joyful when my boyfriend met me at the station, while at first he had said that he would not do that."
"('negative', 0.648)",negative,Angry,"('Angry', 0.3275160715002726)","was very startled when, at night at . am, boy approached me and yelled \I fuck you\"", then however he stopped and laughed at Ã¡,me."""
"('negative', 0.943)",negative,Angry,"('Angry', 0.47561180997702296)",When someone does not listen to me after having asked me to repeat what said. This happened more than one time with the same person.
"('negative', 0.609)",negative,Sad,"('Sad', 0.8436810095206151)",felt very sad when heard that friend had committed suicide.
"('negative', 0.713)",negative,Sad,"('Sad', 0.23141114103888663)",One night saw man being knocked down by two other men. The victim was kicked against his head.
"('positive', 0.867)",positive,Fear,"('Fear', 0.3008962590171765)",When made acquaintance with the parents of my boyfriend for the first time. They spoke Limburgian (a dutch dialect) and one of my first remarks was that disliked Limburgian dialect.
"('negative', 0.455)",negative,Angry,"('Angry', 0.2630008565983727)",When cancelled an appointment with an idle story. Afterwards it appeared that the person had looked forward to it and reserved time for it.
"('negative', 0.661)",negative,Sad,"('Sad', 0.6715713848694328)","For few days felt very miserable, distressed and listless, with crying fits. When this was over felt very happy, although there was no special reason."
"('negative', 0.954)",negative,Sad,"('Sad', 0.3765057103249005)","was testing my new roller skates in the street, suddenly dog ran barking in my direction, very threatening. was very startled and terribly upset."
"('negative', 0.599)",negative,Sad,"('Sad', 0.21094466474359527)","Out on weekend with group of people, everybody felt irritated because at night the music didn't stop in time. And at breakfast my boyfriend ran away because we didn't agree with him. felt angry."
"('negative', 0.846)",negative,Sad,"('Sad', 0.5787375524090338)",Recently felt very sad without any reason. It lasted for few days. There was nothing liked in that period.
"('negative', 0.789)",negative,Fear,"('Fear', 0.40095161039276106)","Someone told me story of Amnesty International: boy was killed and his head was put in the litter of his girlfriend. It looked as if she was pregnant, then she died. It is disgusting, can hardly write it down."
"('negative', 0.717)",negative,Sad,"('Sad', 0.7037843635343637)",cried for hours because felt very miserable. Then called my boyfriend and he said lovely things to me. After this feeling disappeared felt ashamed.
"('negative', 0.734)",negative,Sad,"('Sad', 0.36208769972241567)",Yesterday my boyfriend and wanted to play billiards. However there were boys playing ( times). My boyfriend then is fed up and chagrined. In such case think it is my fault.
"('positive', 0.988)",positive,Happy,"('Happy', 0.571086221339775)",When my boyfriend and experience something nice or when we have made nice walk together.
"('negative', 0.952)",negative,Sad,"('Sad', 0.3721859340664415)",The weather is very bad (fog and slipperiness) the newcast reports many traffic accidents and my boyfriend is driving home and still has  kilometers to go.
"('positive', 0.852)",positive,Happy,"('Happy', 0.3329309622852195)",Someone told me that he would stay at my home for one night. Therefore made big efforts to make everything ok (food). One day before he cancelled the appointment because he had to go to church with his parents.
"('negative', 0.632)",negative,Sad,"('Sad', 0.6147903505320538)",We had to take our cat to the vet for mercy killing (an injection).
"('negative', 0.606)",negative,Angry,"('Angry', 0.5238583475982608)","When people are eating unsavoury (smacking, belching, speaking with food in their mouth, etc.)."
"('neutral', 0.437)",neutral,Happy,"('Happy', 0.2980314481128134)","girl in our class was nicknamed \fatsy\"". Later, heard that Ã¡,she suffered from diabetes mellitus."""
"('negative', 0.942)",negative,Angry,"('Angry', 0.5030215109753509)",made an appointment to pick up someone. However arrived too late and she had to wait quarter of an hour.
"('positive', 0.997)",positive,Happy,"('Happy', 0.6325402571065942)",One night had very good conversation with two friends. then realized how worthy they were for me and how happy was to have them as friends.
"('positive', 0.357)",positive,Fear,"('Fear', 0.49573242268401996)",In the morning just before going to the dentist.
"('negative', 0.845)",negative,Sad,"('Sad', 0.49984363239398405)",When very close friend with whom have very intimate and bodily relationship (he had girlfriend) started to avoid me and didn't want to talk to me any more.
"('positive', 0.641)",positive,Sad,"('Sad', 0.328142847171543)",When good friend with whom had an intimate relationship made clear that he didn't want to continue in the same way. He choose his girlfriend (also friend of mine).
"('positive', 0.817)",positive,Sad,"('Sad', 0.4152303936922085)",When made love with someone who didn't really love. Sometimes even considered him unlikable.
"('negative', 0.477)",negative,Sad,"('Sad', 0.5081074706137164)",had short lasting sexual relationship with someone didn't love.
"('positive', 0.698)",positive,Sad,"('Sad', 0.38490737292447946)",When realized that avoided two good friends with whom always shared toys and sorrows. made up idle stories to avoid telling them what happened to me.
"('positive', 0.7)",positive,Sad,"('Sad', 0.4159504133364449)","My boyfriend suffered form ill health for some months, this week the physician told him that he was restored to health."
"('negative', 0.504)",negative,Fear,"('Fear', 0.4367154482124174)","When going out in the weekend have to bike kilometers through lonely and dark polders, then always have terrifying fantasies."
"('negative', 0.832)",negative,Angry,"('Angry', 0.2564836716994682)","made an appointment with friend to drink coffee togehter. However, for the third time in that week she arrived an hour too late."
"('negative', 0.726)",negative,Sad,"('Sad', 0.5690199763684433)",My dear hamster (called Hannes) died at the age of and / years. His shape forced me to mercy killing (an injection).
"('negative', 0.661)",negative,Fear,"('Fear', 0.33608942753839244)",read newspaper report that little boy was forced to look while his sister was raped.
"('negative', 0.508)",negative,Sad,"('Sad', 0.33535378896827744)",We had made an appointment to complete together piece of work. It appeared that was the only one who hadn't prepared anything.
"('negative', 0.577)",negative,Fear,"('Fear', 0.3348850544230641)","call my mother at least once week. However last week completely forgot. This morning she called me, she thought felt ill."
"('positive', 0.954)",positive,Sad,"('Sad', 0.45790533031374336)",After the funeral of an acquaintance felt very depressed. That feeling turned into joy when heard that had achieved good grade for an examination.
"('negative', 0.889)",negative,Fear,"('Fear', 0.3917899018167468)",had to call someone and make an appointment for conversation. was very afraid to fail.
"('negative', 0.981)",negative,Angry,"('Angry', 0.5622485283376226)","When, after having cleaned up the kitchen, two hours later saw that there was big mess. It irritated me very much."
"('positive', 0.742)",positive,Sad,"('Sad', 0.8602168355078907)",One night was called and told that the father of close friend died. When visited my friend at home and when attending the funeral felt very sad.
"('negative', 0.96)",negative,Fear,"('Fear', 0.4341643611322785)",cannot remember exactly such situation. But know that once went to very dirty lavatory and that disgusted me.
"('negative', 0.74)",negative,Sad,"('Sad', 0.3674088433828823)","Once by coincidence clutched stranger (in rather intimate way), thinking it was my boyfriend. When by hindsight feel ashamed when thinking about it."
"('negative', 0.864)",negative,Sad,"('Sad', 0.525337645437293)","once torn the inner tube of bike, that was not mine. Then saw it was brand new one. felt very guilty then."
"('positive', 0.908)",positive,Happy,"('Happy', 0.40241922205154046)","When found out that the girl, with whom was in love, loved me too."
"('negative', 0.768)",negative,Angry,"('Angry', 0.3501445736465551)","When my mother threatened me with thrushing me of the stairs, when once more should make comment."
"('negative', 0.606)",negative,Angry,"('Angry', 0.33867782343698394)",When being made look fool by the teacher in front of the class during turn.
"('negative', 0.801)",negative,Angry,"('Angry', 0.3778890979644563)",My mother unjustly became very angry with me and sent me to my room while my father explained that the way she saw things was not correct. had done things with the best intentions.
"('negative', 0.808)",negative,Angry,"('Angry', 0.36794488829115696)",My mother was very angry with my little sister and told her to put her hands on the table in order to beat her hands up. She forced by means of her power.
"('positive', 0.505)",positive,Happy,"('Happy', 0.2555028325369994)","friend came for dinner with me at home. His parents are ordinary people. My mother, however, used the very expensive porcelain dinner-service and the silver cutlery. felt very ashamed."
"('negative', 0.68)",negative,Sad,"('Sad', 0.4821157022591487)","Once after falling in love, imagined that particular girl to be perfect and completely overshadowing my girlfriend. Afterwards realized that this image was not objective. felt guilty against both girls."
"('positive', 0.985)",positive,Happy,"('Happy', 0.44644437883821003)",Once week work as volunteer in biologic garden. this work in the garden and the contact with other volunteers filled me with joy. They also gave me support after failed passing my driver's test.
"('positive', 0.618)",positive,Fear,"('Fear', 0.23738087783945677)",My friend and planned to search for old documents and utensils in the cellar. It was very late at night when we arrived in the cellar. He indicated the place where the police ( years ago) found two dead bodies. got very scared when he told me this story.
"('positive', 0.994)",positive,Happy,"('Happy', 0.5764654559987201)","When someone made me compliment after an examination just at the moment needed it. It was amicable, hearty and sincere."
"('negative', 0.531)",negative,Happy,"('Happy', 0.3716664160908021)","When went up the stairs in high, dark house full of shadows, passed door and had the feeling that someone or something was behind me, although knew was alone."
"('negative', 0.644)",negative,Bored,"('Bored', 0.2861214113387399)","friend told me it would be better for me not to be on familiar terms with another friend, although, in my opinion he had no reason to say such things. He only said so hoping that would search support from him (that, however, was not necessary)."
"('positive', 0.658)",positive,Sad,"('Sad', 0.22261091049075482)","had good relationship with two friends. Once without reason, they clearly showed that they thought was naive, dull and unable to take care for myself, while expostulated that could manage things."
"('negative', 0.504)",negative,Sad,"('Sad', 0.2811421932394425)","When see that some people remain cold and egoistic with regard to close friends, even in situations that those friends need them."
"('negative', 0.95)",negative,Angry,"('Angry', 0.5003248159942977)","When state things with great positiveness and try to convince others, and it appears that my statement is not right."
"('negative', 0.429)",negative,Angry,"('Angry', 0.24927271799155679)","certain friend evokes positive feelings, when am with him but negative feelings when he is not present. feel the need to express those negative feelings. However, when speak about him, always think: Why do like this, he does not deserve this, but still do so."
"('positive', 0.847)",positive,Excited,"('Excited', 0.4560056062885231)","few days ago, hitch-hiked to Arnhems with friend. Everything went well: they picked us up very quickly, the sun was shining, was feeling free and, for the first time after long time, happy. really had the feeling that was living at full speed."
"('negative', 0.648)",negative,Sad,"('Sad', 0.5493938320479063)","My grandmother several times has been struck by cerebral hemorrhages. Until now she recovered well each time, but there is always the threat to loose her."
"('negative', 0.952)",negative,Angry,"('Angry', 0.7369810986840982)","had made an appointment with three friends. We had to go out together. When arrived at the place, the other persons weren't there. became very angry because thought they were gone without me. That, however, didn't appear to be the case."
"('positive', 0.675)",positive,Sad,"('Sad', 0.603091822047961)","finished the relationship with my boyfriend, after having felt myself very unhappy for long time."
"('negative', 0.828)",negative,Sad,"('Sad', 0.40023301081543333)","few days after had finished the relationship with my boyfriend, we had quarrel. Then he hit me. At that moment found him disgusting."
"('negative', 0.534)",negative,Fear,"('Fear', 0.36755411901109875)",was taking shower in cubicle in France. Then discovered that few children were loking at me from the adjacent cubicle.
"('negative', 0.515)",negative,Sad,"('Sad', 0.5526141073571739)","know that certain person feels very lonely, and that she always looks forward to seeing me. However, often am too busy to visit her, then feel guilty."
"('positive', 0.803)",positive,Happy,"('Happy', 0.2835184884053431)","close relative of mine underwent difficult operation, and everything turned out fine."
"('neutral', 0.621)",neutral,Angry,"('Angry', 0.2784528534031651)",When get into the tube or the train without paying for the ticket.
"('negative', 0.741)",negative,Angry,"('Angry', 0.418243608656692)","class-mate urged me to carry out particular protest along with him, and when the time came this fellow drew back while had to face the situation."
"('negative', 0.727)",negative,Angry,"('Angry', 0.36045837197807995)",When failed the entrance exam to IMEC.
"('neutral', 0.442)",neutral,Fear,"('Fear', 0.574756289725577)",When saw someone eating live worms.
"('positive', 0.543)",positive,Fear,"('Fear', 0.4194534449681717)",When was child my parents caught me with pornographic magazine.
"('negative', 0.594)",negative,Sad,"('Sad', 0.2388236942656632)",can not remember anything in particular. What can remember is feelings of having done or said something which then had negative consequences.]
"('negative', 0.515)",negative,Sad,"('Sad', 0.2857771757397441)",When they told me that had got study grant.
"('positive', 0.491)",positive,Fear,"('Fear', 0.3176212722964131)",When wore grotesque figure hanging down my back.
"('negative', 0.786)",negative,Angry,"('Angry', 0.2998907465845907)",Because had not studied.
"('negative', 0.623)",negative,Sad,"('Sad', 0.38002913231857793)",When my father was saved from severe work accident.
"('negative', 0.757)",negative,Fear,"('Fear', 0.3621356198933758)",When was child hid under the sheets out of fear of darkness.
"('positive', 0.643)",positive,Sad,"('Sad', 0.26413257193565703)",When first saw person begging.
"('negative', 0.833)",negative,Angry,"('Angry', 0.5637114262124496)",When my basket ball team lost the qualification at final.
"('neutral', 0.557)",neutral,Fear,"('Fear', 0.552475007517349)",When see rotten meat.
"('negative', 0.735)",negative,Angry,"('Angry', 0.5685522912951576)",When person whom do not want to see is continously present.
"('negative', 0.756)",negative,Angry,"('Angry', 0.34086798362645837)",When failed an exam thought could pass easily.
"('positive', 0.521)",positive,Fear,"('Fear', 0.2969089378040551)",When got to know that had passed the university entrance exam. thought that had done one of the exams badly.
"('positive', 0.519)",positive,Happy,"('Happy', 0.4599966861259591)","When was very young, one day, was in the street with my father and brother. While my father was talking to some friends, saw dog and began to pat it. My father told me sharply to stop doing it because the dog had mange. Then my brother told me that would die and could not stop crying after this."
"('positive', 0.385)",positive,Happy,"('Happy', 0.4987044481881249)","We hitch hiked our way back from town rather drunk. We were dropped in another town which was unknown to us. needed to urinate, so did it on wall which turned out to belong to the military headquarters. They arrested me and made me pay fine of  pts. We had to go home on foot ( km) since it was too late for anyone to give us lift."
"('positive', 0.918)",positive,Happy,"('Happy', 0.24678480131698496)","was to meet girl in discotheque. She was very pretty and was very happy. But she did not turn up. Thank God, there were some other friends there and was able to have more or less good time."
"('negative', 0.767)",negative,Angry,"('Angry', 0.3340240126065383)","had class-mate who was rather stupid. did not like him but respected him. When he tried to talk to someone, they would not listen to him and could not bear seeing this."
"('positive', 0.592)",positive,Sad,"('Sad', 0.3322514203558603)","met friend in discotheque. he was with girl and he told me that she was not his girlfriend. I, to say something, commented that she must be viscious woman. He then told me that she was his girl."
"('positive', 0.7)",positive,Fear,"('Fear', 0.30517195479917536)","went to pub with group of friends (not very close) and was with one girl most of the time, while the other girls in the group wanted to be with me. They stopped talking to the girl was with."
"('positive', 0.587)",positive,Angry,"('Angry', 0.21554955789091618)",The day some friends of mine and decided to go to Galicia on holiday.
"('positive', 0.545)",positive,Bored,"('Bored', 0.20352361103300204)","Before an exam which I, finally did not take."
"('negative', 0.671)",negative,Sad,"('Sad', 0.3150680311098062)",At home when they lost three pieces of my puzzle.
"('negative', 0.715)",negative,Angry,"('Angry', 0.3404511324338717)",When had an argument with friend.
"('negative', 0.623)",negative,Fear,"('Fear', 0.5091596793007301)",When am dirty because have not had shower for few days.
"('negative', 0.837)",negative,Sad,"('Sad', 0.2757723526423415)",Once did not have enough money to pay for coffee.
"('negative', 0.615)",negative,Angry,"('Angry', 0.46432662137514097)",After an argument with friend of mine.
"('positive', 0.556)",positive,Sad,"('Sad', 0.26763664214423094)",friend of mine told me that had passed the entrance exam to the university.
"('negative', 0.495)",negative,Sad,"('Sad', 0.26543857775838753)",Before taking an exam.
"('negative', 0.802)",negative,Sad,"('Sad', 0.31812115967045196)",My family told me to leave if was not willing to accept the conditions they imposed on me.
"('negative', 0.833)",negative,Sad,"('Sad', 0.3290929205642835)",friend of mine called me when was not at home. phoned her back to know what she wanted and she told me that she had dialled the wrong number.
"('positive', 0.667)",positive,Fear,"('Fear', 0.3189003535274041)",had to change baby's clothes for the first time.
"('negative', 0.792)",negative,Fear,"('Fear', 0.3366717162125859)",fell outside the door of my house.
"('negative', 0.808)",negative,Fear,"('Fear', 0.3259004208876204)",My younger sister was almost run over by lorry.
"('positive', 0.927)",positive,Happy,"('Happy', 0.2509653430998511)",When my brother was born.
"('negative', 0.587)",negative,Excited,"('Excited', 0.2814318113868447)",When almost fell down from some rocks because had been acting foolishly and playing dangerously.
"('negative', 0.421)",negative,Sad,"('Sad', 0.4640347159441723)",Once saw some children hunting cat to death.
"('negative', 0.485)",negative,Fear,"('Fear', 0.43137309898682447)",The death of friend.
"('positive', 0.52)",positive,Sad,"('Sad', 0.40843780380690836)",When saw scene on T.V where castration was shown.
"('negative', 0.671)",negative,Angry,"('Angry', 0.5524386840297076)",Once answered my father rudely.
"('negative', 0.762)",negative,Sad,"('Sad', 0.3941729062448989)",When my brother ran away from home and thought it was because of my continously scolding him.
"('positive', 0.615)",positive,Fear,"('Fear', 0.24331617120930288)",When saw that had passed the university entrance exam. It made me forget all my problems.
"('negative', 0.758)",negative,Angry,"('Angry', 0.35866023782570605)",When was ten got shut in the school with friend. had to jump out of window and cross beam  metres high.
"('negative', 0.656)",negative,Sad,"('Sad', 0.24236554588872597)",When was told that boy did not want to be my friend without any apparent reason.
"('positive', 0.858)",positive,Fear,"('Fear', 0.2587672898348397)",When learnt that boy liked had been with girl for three years.
"('negative', 0.914)",negative,Fear,"('Fear', 0.6118060628132832)",When very dirty class-mate farted in my presence. There was terrible smell.
"('negative', 0.665)",negative,Fear,"('Fear', 0.33360452629612547)",When realized that had hole in my trousers after having gone for walk.
"('positive', 0.702)",positive,Sad,"('Sad', 0.23318457244415708)",When had an argument with my grandfather the day my younger brother was born.
"('positive', 0.66)",positive,Sad,"('Sad', 0.5557376102281075)","When saw my  year old sister at home after having waited for her all night, not knowing where she was."
"('negative', 0.866)",negative,Sad,"('Sad', 0.33320829003493735)",While was waiting for them to give me the marks of the most difficult subject this year.
"('negative', 0.711)",negative,Angry,"('Angry', 0.41898628916843306)","had an argument with my mother because criticized the rules she imposes at home, which are too rigid and arbitrary for me."
"('negative', 0.527)",negative,Angry,"('Angry', 0.3217606684656633)",When learned that friend of mine had not been speaking to her boyfriend for week after an argument because of unfounded jealousy.
"('positive', 0.647)",positive,Sad,"('Sad', 0.5597767658417564)",On seeing scene of an accident in magazine.
"('negative', 0.918)",negative,Angry,"('Angry', 0.43424226838107793)",few days back had to ask professor ridiculous question because had lost at game of cards and had to pay forfeit.
"('positive', 0.584)",positive,Sad,"('Sad', 0.3927606586547707)",When shouted at my mother when she was nervous and depressed.
"('negative', 0.467)",negative,Fear,"('Fear', 0.27095187954378563)",After several days delay in my girlfriend's menstration was very glad to see that the pregnancy test was negative.
"('neutral', 0.61)",neutral,Fear,"('Fear', 0.27118998524524)","When saw TV program on the North American military plan called \The startwar\""."""
"('negative', 0.78)",negative,Angry,"('Angry', 0.5978490304068649)",felt angry when saw on T.V the last slaughter of negroes in South Africa.
"('positive', 0.492)",positive,Sad,"('Sad', 0.3253600465871127)",When saw the pictures of the draught in Etiopia.
"('neutral', 0.565)",neutral,Fear,"('Fear', 0.3204883353380583)",Whenever see an alcoholic.
"('positive', 0.666)",positive,Fear,"('Fear', 0.30220666705794)","On New Year's Eve, when went to the house of my girlfriend's parents to meet them."
"('negative', 0.76)",negative,Fear,"('Fear', 0.272821753159428)",When failed an exam for which knew that had not studied hard enough.
"('positive', 0.782)",positive,Excited,"('Excited', 0.486744226545677)",The day the Real Madrid team of basket ball qualified for the final at Athens.
"('negative', 0.461)",negative,Fear,"('Fear', 0.30091595840756374)",The last time was face to face with with the monstrous dog which lives in my street.
"('negative', 0.874)",negative,Fear,"('Fear', 0.4378259146793576)","During trivial (friendly) discussion, one of the participants made an intervention which made me feel uncomfortable."
"('positive', 0.448)",positive,Sad,"('Sad', 0.4984687303214072)",When heard the last regulation of the socialist govrenment concerning pensions.
"('neutral', 0.783)",neutral,Fear,"('Fear', 0.30641621008224246)",When got to know the details if the famine in East Africa.
"('negative', 0.67)",negative,Sad,"('Sad', 0.34287707276869767)","The last time had to phone the Registry, after having called them so many times in the last few days."
"('neutral', 0.473)",neutral,Angry,"('Angry', 0.3950351136825289)","During an argument with my brother, behaved rather intransigently, even cruelly, wishing to morally hurt the \person\"" Ã¡,opposed to me."""
"('positive', 0.54)",positive,Sad,"('Sad', 0.260983540495627)",When passed an important exam.
"('negative', 0.377)",negative,Angry,"('Angry', 0.3574584514788278)","In rather important exam, when they caught me red handed copying."
"('neutral', 0.626)",neutral,Angry,"('Angry', 0.37369721036618847)","When my father addressed me directly and maliciously, thus including me in the \family war\""."""
"('negative', 0.658)",negative,Sad,"('Sad', 0.5291047164621394)",When my parents got divorced.
"('positive', 0.541)",positive,Excited,"('Excited', 0.3128985898930392)","When was child, one day while playing, fell up to my waist in mud."
"('negative', 0.671)",negative,Bored,"('Bored', 0.2872185098120084)",When was dismissed from job after having been accused of theft.
"('positive', 0.556)",positive,Sad,"('Sad', 0.42943379055453595)","When was with girl who seemed to love me, while was with her just to go to bed with her."
"('negative', 0.683)",negative,Excited,"('Excited', 0.2555917686217924)",When passed an exam which had failed last year.
"('negative', 0.678)",negative,Sad,"('Sad', 0.3305769815059307)",When go out alone at night.
"('negative', 0.374)",negative,Angry,"('Angry', 0.45610742845806057)",murder.
"('negative', 0.67)",negative,Angry,"('Angry', 0.30994123826277303)",When failed two subjects last year.
"('negative', 0.62)",negative,Angry,"('Angry', 0.4459010895807711)",When see people who have no sentiments.
"('negative', 0.603)",negative,Angry,"('Angry', 0.29190676948982663)","think that am rather shy and do not mix with people as would have liked to, out of shyness."
"('negative', 0.484)",negative,Angry,"('Angry', 0.4698926528937734)",When triffled with other people.
"('negative', 0.373)",negative,Sad,"('Sad', 0.2677753966880916)",When was told that could take week off and go for trip with my friends.
"('negative', 0.648)",negative,Angry,"('Angry', 0.2839890333221676)",Every time went home with my school report.
"('negative', 0.896)",negative,Angry,"('Angry', 0.37236574664061967)","During an argument between friends, one of them accused me of taking advantage of some other friends who usually come to the university in my car, saying that ask them too much money for the petrol."
"('positive', 0.51)",positive,Sad,"('Sad', 0.48010872043417535)",When learned that two of my friends had had serious car accident.
"('negative', 0.802)",negative,Angry,"('Angry', 0.26065337223285145)",young man was insulting and humiliating drunken man.
"('negative', 0.877)",negative,Sad,"('Sad', 0.35389665657735614)",My aunt phoned me to ask me why had refused the her invitation to dinner at her home on the New Year's Eve.
"('negative', 0.695)",negative,Angry,"('Angry', 0.26168690732927413)","was with girl one night and then did not call her again, although she had asked me to do so."
"('positive', 0.606)",positive,Sad,"('Sad', 0.46713712079310515)",When saw that had passed an exam. It was the last chance and there was lot at stake.
"('negative', 0.344)",negative,Fear,"('Fear', 0.288482602297419)","On trip to Santander we wanted to stop at curve because friend was sick, and the car skidded of the gravel."
"('positive', 0.838)",positive,Sad,"('Sad', 0.41113243570193203)",My cousins were playing at home and one of them broke decorative object which was very precious to me.
"('negative', 0.989)",negative,Angry,"('Angry', 0.5548900369340277)",All my friends arranged to go for an afternoon snack and they did not tell me. They told me that they did not have my phone number but do not think that this was true.
"('positive', 0.584)",positive,Fear,"('Fear', 0.3066518361291417)",When saw film where black was rapeing girl while another one was filming it for pornographic movie.
"('negative', 0.683)",negative,Sad,"('Sad', 0.37201393353350426)",was swimming in the sea and wave took the top part of my bikini away.
"('negative', 0.936)",negative,Sad,"('Sad', 0.3192642875636183)",was looking after child and she fell down because was not paying her much attention. One side of her face got bruised.
"('negative', 0.353)",negative,Fear,"('Fear', 0.4357900635769462)","When pass exams, or when close friend of mine recovered from an illness,etc."
"('negative', 0.513)",negative,Angry,"('Angry', 0.25324366462021486)","Fights that see in the middle of the street, robberies, fear of darkness when going home."
"('negative', 0.897)",negative,Angry,"('Angry', 0.31519832468252584)","During family discussion on my future and my prospects as student, they accused me of not bothering about looking for job to assume my financial situation."
"('positive', 0.645)",positive,Happy,"('Happy', 0.22563607098136917)",Depressions.]
"('negative', 0.546)",negative,Angry,"('Angry', 0.38727836578446173)","Some people whom do not like at all, and one of the reasons is their physical appearance."
"('negative', 0.752)",negative,Angry,"('Angry', 0.2486977455569269)","For example, to feel bad because of one's attire, to be among people who do not belong to the same social class, to give wrong answer in class, to be surprised in particular situations."
"('negative', 0.836)",negative,Fear,"('Fear', 0.23632808886439788)",Some of my friends had an argument. had earlier phoned one of them and that may have influenced him to argue.
"('positive', 0.824)",positive,Sad,"('Sad', 0.3778889615088479)",When met very close friend of mine after one year of separation.
"('negative', 0.91)",negative,Fear,"('Fear', 0.505458457040208)",There was an earthquake for several minutes and was on the eight floor.
"('negative', 0.774)",negative,Angry,"('Angry', 0.30044356977017195)",An argument among several friends because of the irrational behavior of one of them who fell out with us for no reason and said that we were to blame.
"('negative', 0.897)",negative,Sad,"('Sad', 0.6462998700822548)","class-mate died after being two months in coma, after car accident."
"('neutral', 0.467)",neutral,Excited,"('Excited', 0.26836789468144906)",Pictures of Nazi extermination camps on T.V program.
"('negative', 0.745)",negative,Angry,"('Angry', 0.30067548543717837)",Equivocal situation when filling security questionnaire on entering government building with several people there.
"('negative', 0.394)",negative,Bored,"('Bored', 0.22552697619436934)",left boy with whom was going around without giving him any explanations.
"('positive', 0.89)",positive,Happy,"('Happy', 0.25172623039828557)",When my sister was born.
"('negative', 0.658)",negative,Angry,"('Angry', 0.46879737346615735)",When they tried to rob me.
"('negative', 0.616)",negative,Angry,"('Angry', 0.3408213045243967)",When failed an exam unfairly.
"('negative', 0.474)",negative,Sad,"('Sad', 0.7736676910709451)",When my grandmother died.
"('positive', 0.446)",positive,Sad,"('Sad', 0.4990123845490262)",When see dead dogs on the road.
"('negative', 0.616)",negative,Sad,"('Sad', 0.31476655808548465)",When went to see the doctor and had to take my clothes off so that he could examine me.
"('negative', 0.967)",negative,Angry,"('Angry', 0.6192372746754043)",When my parents quarelled over something had done and which was wrong.
"('positive', 0.93)",positive,Happy,"('Happy', 0.30264766954120326)",When my little sister was born.
"('negative', 0.746)",negative,Angry,"('Angry', 0.33154576706654904)","When was attending an authorized demonstrationand the police rushed brutally at the demonstrators, without any warning."
"('positive', 0.491)",positive,Fear,"('Fear', 0.24695822847333612)","When professor of this faculty laughed at, and was suspicious of composition written by class-mate and me."
"('negative', 0.56)",negative,Fear,"('Fear', 0.30002949830868736)","The death of relative, friend, or someone esteem."
"('positive', 0.526)",positive,Sad,"('Sad', 0.4165477537660257)",When saw very disagreable scene.
"('positive', 0.468)",positive,Angry,"('Angry', 0.3321488803210722)",When had to represent my boss at meeting.
"('negative', 0.761)",negative,Sad,"('Sad', 0.5517781857790012)",When inadvertantly made some close friends and relatives feel bad.
"('positive', 0.717)",positive,Excited,"('Excited', 0.3613701208091258)",When passed an exam.
"('negative', 0.844)",negative,Angry,"('Angry', 0.4588546095421286)",When they threatened me with knife to take my money.
"('negative', 0.74)",negative,Angry,"('Angry', 0.3714133234605777)",When failed an exam thought would pass.
"('negative', 0.501)",negative,Sad,"('Sad', 0.8060960219973536)",When my dog died.
"('negative', 0.615)",negative,Sad,"('Sad', 0.5965627468533495)",When saw an accident where the man lost his head.
"('negative', 0.59)",negative,Angry,"('Angry', 0.34370550538354006)",When tripped while getting on bus.
"('negative', 0.468)",negative,Sad,"('Sad', 0.49841162630105373)",When hurt person's feelings.
"('positive', 0.967)",positive,Sad,"('Sad', 0.41185603507051183)","had not seen my brother for five years as he was not in Spain. When he arrived at the airport, felt great joy."
"('negative', 0.894)",negative,Angry,"('Angry', 0.6349823864670995)",When two drug addicts tried to take away my money.
"('negative', 0.613)",negative,Sad,"('Sad', 0.43062062977901705)",When saw my brother being attacked and could not do anything.
"('negative', 0.46)",negative,Sad,"('Sad', 0.7779621133719166)",When class-mate died.
"('negative', 0.912)",negative,Angry,"('Angry', 0.4681363154921283)",When person saw that was accused of something had not done and did not do anything to defend me.
"('positive', 0.62)",positive,Fear,"('Fear', 0.37242082862178566)",When inadvertantly found myself in the ladies room.
"('negative', 0.909)",negative,Angry,"('Angry', 0.31410334808219126)",When broke something and friend of mine was blamed.
"('negative', 0.664)",negative,Fear,"('Fear', 0.35952096403340184)",got my driving licence after they had frightened me with it's difficulty.
