ParallelSentiScore,ParallelSentiment,ParallelTone,ParallelToneScore,content
"('negative', 0.901)",negative,Sad,"('Sad', 0.444240753021827)",God HATE scary movies. They are not fun at all. I'm such wimpy.
"('positive', 0.825)",positive,Sad,"('Sad', 0.32784569200270236)",_kelly Bummed about the maxi dresses! think they're so cute for summer but I'm only ';!
"('negative', 0.946)",negative,Fear,"('Fear', 0.3431850722331901)", that is never good especially on friday night
"('negative', 0.96)",negative,Sad,"('Sad', 0.7686696183881818)", shit that is awful... could not believe it at first... so sad
"('negative', 0.907)",negative,Angry,"('Angry', 0.6430406416600528)", why do we need to wait another year for toy story ?!
"('neutral', 0.729)",neutral,Fear,"('Fear', 0.38768949062689567)", haha! sorry to hear that
"('neutral', 0.558)",neutral,Sad,"('Sad', 0.5928559340472884)", can you fedex me some pizza? have to cancel my NYC trip until later this summer
"('negative', 0.83)",negative,Angry,"('Angry', 0.6688313804825724)","ebay should just die! after not using my account for years, cant unlock it. and their support is dead, aka: auto-hello-scripts"
"('negative', 0.923)",negative,Sad,"('Sad', 0.45765823494716373)",heading to Sam Adams Brewery... but can't sample it when get there
"('negative', 0.827)",negative,Angry,"('Angry', 0.3364781002471766)","ned to go to beathroom, don't know if can reach/find clothes. need to walk outsie to get to bathroom. ok at night, not ok in daylight."
"('neutral', 0.706)",neutral,Sad,"('Sad', 0.44031946411094947)", Help me find my mising pugsly
"('negative', 0.508)",negative,Bored,"('Bored', 0.30766515631488395)",im soooo loney
"('negative', 0.828)",negative,Sad,"('Sad', 0.41376832002643105)", Hope that migraine doesn't stick around for too long.
"('negative', 0.562)",negative,Sad,"('Sad', 0.30782508820770765)",_iddon blerrrrrrrrrrgh. im too hot and all sticky
"('negative', 0.986)",negative,Sad,"('Sad', 0.6225435566612955)","want to go to VP, but no one is willing to come with me."
"('negative', 0.941)",negative,Sad,"('Sad', 0.49877241182832815)",Sunburn ouch
"('neutral', 0.497)",neutral,Angry,"('Angry', 0.35499190853425167)", say hello to Marina Green ... couldn't participate in Barcelona this weeken
"('neutral', 0.482)",neutral,Bored,"('Bored', 0.29218402546318994)", asap. But..... Kids are asleep. have car seat for arianna. We can take her with us? need to pay vs bill!
"('positive', 0.8)",positive,Fear,"('Fear', 0.4037241450229529)", just got me real excited cause thought teniece was on twitter...
"('negative', 0.799)",negative,Sad,"('Sad', 0.6519269675569542)", Nor here... Sad times
"('negative', 0.906)",negative,Sad,"('Sad', 0.6227478724984419)", ive tried and tried in the past to learn cockney but sadly its near impossible to find books and things on it over here.
"('negative', 0.909)",negative,Sad,"('Sad', 0.30255708642717977)", this is travesty
"('negative', 0.464)",negative,Angry,"('Angry', 0.2731775278533809)",freakin days!! Just thought...what would have to look forward to after this?
"('negative', 0.843)",negative,Sad,"('Sad', 0.421551051420521)",slammin headache from being out in the sun
"('negative', 0.847)",negative,Sad,"('Sad', 0.3357333781655727)",Hows that possible? No rain forecast for Pinkpop? And have no ticket
"('negative', 0.565)",negative,Fear,"('Fear', 0.4285109975869774)"," Oh god, that's terrible."
"('positive', 0.583)",positive,Sad,"('Sad', 0.7526486450359902)",Hates leaving teddy ... Now I'm miss both my boys damn
"('neutral', 0.417)",neutral,Sad,"('Sad', 0.3172333232993062)"," Curses. Bad timing. We'll make it happen soon, though."
"('negative', 0.78)",negative,Angry,"('Angry', 0.37974815446572285)", My computer got screwed to hell by viruses. just finished wiping the drive and reinstalling Windows XP want Mac...
"('positive', 0.501)",positive,Fear,"('Fear', 0.2563841114850524)", Would defo have done that but Im already booked over t'other side of the country
"('negative', 0.801)",negative,Bored,"('Bored', 0.28141899676201465)","so not in the mood to go to work, but guess it's gotta be done"
"('neutral', 0.517)",neutral,Sad,"('Sad', 0.3538121413652349)",*really* want to go to the  concert tomorrow!!
"('positive', 0.937)",positive,Sad,"('Sad', 0.41639675477909166)","Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan"
"('negative', 0.495)",negative,Fear,"('Fear', 0.3874183134892886)", no one know likes boiled peanuts t.
"('negative', 0.65)",negative,Angry,"('Angry', 0.4571013992622013)"," ooo Growl and Yummy time coming soon for you too huh oh yeah, have been hunting for combo tshirt, think can find one? NO"
"('positive', 0.576)",positive,Excited,"('Excited', 0.40525809740975827)","Played Friendly Gm today(Bulgaria). Def. is on pt., offensively, still working on timing. Israel on Sun. Gotta cut more players."
"('negative', 0.515)",negative,Sad,"('Sad', 0.4721956956787083)"," Yeah, I'm not really feeling it either. Of course, don't like the movie line, wish that we were getting more Animated."
"('negative', 0.958)",negative,Sad,"('Sad', 0.38606883469309167)","left school just now. my new dress broke, the strap ripped off"
"('negative', 0.603)",negative,Sad,"('Sad', 0.3624941545222951)",TPS reports.
"('negative', 0.72)",negative,Angry,"('Angry', 0.38862128475466595)"," have lot of Hell Yeah, and Rebel Meets Rebel (DAC Pantera) and like  Pantera songs, can't find my Cowboys From Hell cd"
"('positive', 0.635)",positive,Sad,"('Sad', 0.42982982789198965)", pups would LOVE to..BUTT will be saving lives Saturday night although know am missing BLAST
"('negative', 0.581)",negative,Bored,"('Bored', 0.27749946707611495)",short . hours left to go at work
"('positive', 0.384)",positive,Sad,"('Sad', 0.33702163505239524)"," Nah, could use hug or three, but even that option is , miles away!"
"('positive', 0.989)",positive,Happy,"('Happy', 0.2548094686303909)", NOooo FB has been good to me..especially for the love of conversation
"('negative', 0.895)",negative,Sad,"('Sad', 0.38370590513100356)",guess it wasn't meant for me to change it
"('neutral', 0.576)",neutral,Fear,"('Fear', 0.3200773377603238)", LOL that'll teach me to blindly trust amazon search results without reading!
"('positive', 0.775)",positive,Fear,"('Fear', 0.27922810864173503)"," that's at least band-aid, that PA follows me...makes me feel less left out of the loop"
"('neutral', 0.668)",neutral,Sad,"('Sad', 0.34453024417980227)",Wishing the rain would stay away for while so that can go to the pool
"('negative', 0.929)",negative,Fear,"('Fear', 0.3035948478989059)", Not yet. Did you?
"('positive', 0.805)",positive,Angry,"('Angry', 0.26120413432382106)",Got the keys to my new flat gorgeous weather for weekend and i'm spending it ;PACKING;
"('positive', 0.748)",positive,Fear,"('Fear', 0.2971024120978403)","is it too late to jump on plane to Richmond, VA and go to the Conditions concert?! ...i think that's yes boo my life. and ohio."
"('negative', 0.622)",negative,Fear,"('Fear', 0.44850555376130247)",It looks as though am sick little friends
"('positive', 0.901)",positive,Happy,"('Happy', 0.36794277428076216)"," o_O thats cool. Dang, iHave to clean my room now lol, but good luck w/those jobs gurl"
"('negative', 0.955)",negative,Bored,"('Bored', 0.8684777273569191)","am planning on going to sleep early, too tired to do any work"
"('negative', 0.883)",negative,Sad,"('Sad', 0.5374814395492707)",got my wisdom teeth removed it hurts.
"('negative', 0.47)",negative,Sad,"('Sad', 0.47865751187740857)",wzzzzzzzzzup?! its derrek! we just starting band practice. Jayk Skylar is leaving for california today. lucky.
"('negative', 0.763)",negative,Sad,"('Sad', 0.4064293271336602)", dang....just so far away aren't I? Darn I'll just have to dream
"('positive', 0.993)",positive,Happy,"('Happy', 0.6637135889301757)",Making my boyfriend look different. He's cute no matter what. ;
"('positive', 0.758)",positive,Sad,"('Sad', 0.6934260009649174)", miss my babyyy
"('positive', 0.957)",positive,Angry,"('Angry', 0.28403449202985465)",WORKK! yay
"('negative', 0.835)",negative,Angry,"('Angry', 0.32952781299680417)"," Wow, just saw your Tweet about the Proflowers fiasco. That's so not fun!"
"('neutral', 0.365)",neutral,Sad,"('Sad', 0.5744958459560968)",_ wish you were here to take care of me
"('negative', 0.701)",negative,Fear,"('Fear', 0.31343404385354184)",Spent too much today!!! Tube journeys always take soo long. Braces on thursdayyy
"('positive', 0.447)",positive,Happy,"('Happy', 0.23520439768970464)", Yea its nice! But im only here for weekend!
"('negative', 0.651)",negative,Angry,"('Angry', 0.3630871821492311)",Woohoo! Procrastinating doing any work by going out to lunch! Have to wait for my sister now though dang it
"('negative', 0.726)",negative,Sad,"('Sad', 0.5003131400776031)",because just lost my first Field Notes notebook pages before filling it up!! RIP #fieldnotes
"('negative', 0.538)",negative,Bored,"('Bored', 0.7036951841384586)",Must. get. up.
"('negative', 0.954)",negative,Angry,"('Angry', 0.4655701506019824)",hates not being able to see his monitor. have about  minutes before the sun is not blinding me
"('negative', 0.83)",negative,Sad,"('Sad', 0.5729151655075777)",doesn't kno wat to do now ER is over saddo
"('negative', 0.492)",negative,Happy,"('Happy', 0.3209969755029424)", So you're the reason can't get BoC
"('positive', 0.622)",positive,Happy,"('Happy', 0.39492281449109257)", but I'm sure you'll find new set of challenges at twitter. Best of luck.
"('positive', 0.859)",positive,Sad,"('Sad', 0.7479340758625054)",Just looked at the date...today the one year anniversary of my Grandmother...miss her mane um sad
"('positive', 0.967)",positive,Sad,"('Sad', 0.7480287971167283)", cried like baby when we had to put our cat down years ago... For tears of happiness watch this 
"('positive', 0.966)",positive,Sad,"('Sad', 0.31553502154797175)",would LOVE to ride the superman right now...
"('negative', 0.694)",negative,Sad,"('Sad', 0.611090192207778)","_eliza ohhhh that makes sense then. D and need to reread the lotr trilogy, lost the three books long time ago and i'm sad."
"('negative', 0.926)",negative,Bored,"('Bored', 0.3283324391165332)"," cost of living also very cheap, but no social life, that's what i'm scared of. Being boring and having dull life."
"('negative', 0.941)",negative,Angry,"('Angry', 0.35021160264341794)","am up, and having to deal with another rainy day What the hell happened to summer, its so freakin cold!"
"('positive', 0.988)",positive,Happy,"('Happy', 0.30655777925542915)","didnt enjoy having to say goodbye to alex, emotional times but the sun is making me happy"
"('positive', 0.674)",positive,Sad,"('Sad', 0.4392096494224708)", Aww just read your tweet. I'm not sure about later either (work too) feel it for us
"('positive', 0.564)",positive,Fear,"('Fear', 0.4324026314307262)",Very bummed can't go to the  open house today. DD and woke up with stomach bug. Blech. Y'all have fun!
"('positive', 0.537)",positive,Fear,"('Fear', 0.23411507087303463)", IM SOWWIE WAS LIL LATE LOL it looked good though ;)
"('negative', 0.973)",negative,Angry,"('Angry', 0.5063046297924609)",why did ever delete my twitter?
"('negative', 0.797)",negative,Fear,"('Fear', 0.2585003181970842)",_ kno came in coz the sun kept going behind the clouds but now it has come back sat in my window now on the floor lol
"('neutral', 0.466)",neutral,Fear,"('Fear', 0.3204206360328452)","Brother # is wandering around the house in his underwear. As charming for his sisters as it is for the other female guests, I'm sure"
"('positive', 0.438)",positive,Fear,"('Fear', 0.24817420689384187)","don't want to lose my wisdom teeth, they make me wise. will soon be without trace of wisdom"
"('negative', 0.962)",negative,Sad,"('Sad', 0.44622103958587955)",Is trying to buy new bible...but they just aren't the same...why did my dogs have to chew it up?
"('neutral', 0.915)",neutral,Excited,"('Excited', 0.6156747103772342)","Photo: So still havnï¿½t hooked up my editing comp know you guys miss my artwork, so Iï¿½ve decided to... "
"('positive', 0.772)",positive,Sad,"('Sad', 0.7290531518220557)",Victor drew Hannah Montanna in my yearbook.hahaha. I'm going to miss my nd per SO much
"('negative', 0.639)",negative,Sad,"('Sad', 0.22784649992296674)",Damn. Stephane doesn't even feel sorry for me. Off to work then
"('positive', 0.906)",positive,Sad,"('Sad', 0.30506573269015036)", it was really good sally! you should have beeeeen there! xxxx
"('positive', 0.839)",positive,Sad,"('Sad', 0.4720366646065973)",Excited to see the girls today;  its boring at work without you
"('negative', 0.672)",negative,Sad,"('Sad', 0.38093179396142096)",that little girl still holding her phone while tears are pouring out of her eyes
"('negative', 0.943)",negative,Sad,"('Sad', 0.4888036518543332)",Suddenly sick with the flu and quite sad about it
"('positive', 0.529)",positive,Fear,"('Fear', 0.22835000609545344)",got case of the bubblies.
"('negative', 0.92)",negative,Sad,"('Sad', 0.6797739353280492)", IS she in grade ? can't do my daughters grade math...soo sad
"('negative', 0.63)",negative,Bored,"('Bored', 0.45066727010198715)",Just got to work Today is going to be another long ass day!
"('negative', 0.481)",negative,Angry,"('Angry', 0.5662268272581347)", don't like this bangs! want my hair back!
"('negative', 0.995)",negative,Angry,"('Angry', 0.6543731008113537)",dis damn usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite
"('negative', 0.539)",negative,Sad,"('Sad', 0.30305645609781234)",I'm glad don't have class on Fridays. need the break! Algebra test on Wednesday
"('negative', 0.906)",negative,Sad,"('Sad', 0.38065452599112226)","spent the whole day editing in Pro Tools...i luvvv this thing and am becoming quite the pro, but it gives me insane headaches."
"('negative', 0.916)",negative,Sad,"('Sad', 0.4361124666350067)"," oh no! thats no good! pierced my bottom lip on the right side...myself in th grade, but we had no piercings dress code"
"('negative', 0.959)",negative,Sad,"('Sad', 0.7827070672673013)", Im so very sad that am at work today and cant win tickets
"('negative', 0.66)",negative,Fear,"('Fear', 0.6593788531830393)",  it might be the swine flu! haha 'cause i've got the flu
"('positive', 0.621)",positive,Excited,"('Excited', 0.4333136834544602)",the sun burned me today....my arms look angry Party tonight tho babes! woop!
"('negative', 0.836)",negative,Sad,"('Sad', 0.7307801290454439)",So sad... John Cryer's ex-wife Sarah Trigger charged with abusing their son. He had rope marks around his neck 
"('negative', 0.897)",negative,Angry,"('Angry', 0.43769603720296524)",Walking to class. hate not having bike....especially mine.
"('negative', 0.748)",negative,Angry,"('Angry', 0.3461477673436046)","need to get in good, hard workout today after work, feel like I've been slacking! No good"
"('negative', 0.95)",negative,Sad,"('Sad', 0.5723197185109423)",This poor butterfly was dead 
"('negative', 0.898)",negative,Angry,"('Angry', 0.4019499726557173)",Bloody exams next week
"('negative', 0.743)",negative,Sad,"('Sad', 0.4366237995080441)"," Not sure, think my #revision efforts need to be S until Monday."
"('negative', 0.705)",negative,Fear,"('Fear', 0.3345593016668683)",the start of my day was finding lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck... haha
"('negative', 0.928)",negative,Sad,"('Sad', 0.2591251577964907)",This is joke surely? 
"('negative', 0.893)",negative,Sad,"('Sad', 0.5561946310226831)", love it. Tell me it didn't match my shirt perfectly. Can you just not move PLEASE? What am supposed to do without you?
"('negative', 0.694)",negative,Sad,"('Sad', 0.35480546190302026)",Am the only one experiencing problems logging into digital point forums ???
"('positive', 0.819)",positive,Fear,"('Fear', 0.34829356361502317)",found out thro mama
"('positive', 0.852)",positive,Excited,"('Excited', 0.5185307203131051)"," It's sunny and hot in London today, while sit in office cranking spreadsheets"
"('negative', 0.651)",negative,Sad,"('Sad', 0.564388167323064)", I'm here!... Jdubb is his funky job...I guess.. We're neglected
"('negative', 0.974)",negative,Angry,"('Angry', 0.6454607866446568)","#BSNL, Stupid net went down.. Been without email for whole day"
"('negative', 0.915)",negative,Angry,"('Angry', 0.7451628889769242)", why aren't you following me you bastard?! you're my own brother...
"('positive', 0.734)",positive,Excited,"('Excited', 0.5197292778546632)", Jared's wearing green shirt? *SPARKLY EYES* YEE!! hear #asylm is highly disorganized hang in there!
"('negative', 0.864)",negative,Sad,"('Sad', 0.33617774759438435)", seems like just pushing your #wcm site. really cant beleive you are an IT pro and havent heard of #joomla or #drupal.
"('negative', 0.711)",negative,Angry,"('Angry', 0.3696158232439861)", agree. Everybody would've been excited and then it goes... ohhhh nooooo..... MS screws up again..
"('negative', 0.711)",negative,Sad,"('Sad', 0.330559905864565)",Is working all weekend
"('positive', 0.622)",positive,Fear,"('Fear', 0.3569009074370753)", I'm totally impressed! could only wish to be an otaku! Instead...I just get horrible nosebleeds when see bishonen
"('positive', 0.487)",positive,Angry,"('Angry', 0.3127302800238401)",_Kel_ ehh carnt stand hot weather
"('negative', 0.768)",negative,Sad,"('Sad', 0.4712619273885144)", did wake up but appear to have missed you by not much!
"('negative', 0.919)",negative,Fear,"('Fear', 0.4949054861563511)",Ugh feeling sick to my stomach and have five more hours of work to go
"('positive', 0.387)",positive,Sad,"('Sad', 0.28618717153122497)", yes am....I have more hours to go
"('negative', 0.796)",negative,Bored,"('Bored', 0.3020069503958229)",have nothing witty to say
"('positive', 0.989)",positive,Happy,"('Happy', 0.29104441599360725)",THANK YOU  sana matanggap ako 
"('negative', 0.814)",negative,Bored,"('Bored', 0.3731254777034115)","Beer, garden, IPOD, Friday night, shame I've got to work tomorrow"
"('negative', 0.835)",negative,Bored,"('Bored', 0.285496511041293)"," nah, he was acting like dick his show sucked last night"
"('positive', 0.364)",positive,Bored,"('Bored', 0.25813086480883796)",Is revisingg
"('positive', 0.573)",positive,Fear,"('Fear', 0.23349090740164716)", wish could say the same about the weather in Mumbai. Its hot horrible but guess it friday so one reason to be
"('neutral', 0.486)",neutral,Sad,"('Sad', 0.36288551367045113)", oh no! Whats up chuck?
"('neutral', 0.628)",neutral,Fear,"('Fear', 0.3217243221152881)", seen that! hopefully ebay replacement will work for you! but take it to bits anyway! lol
"('neutral', 0.493)",neutral,Fear,"('Fear', 0.2381249527799512)",working my way through this casualties discography. have to pull weeds later ...
"('positive', 0.916)",positive,Sad,"('Sad', 0.7511439267181745)"," Aww, that's sad. miss seeing you guys on the big screen."
"('negative', 0.778)",negative,Sad,"('Sad', 0.2899528778229484)","Hour fifteen drive. Just left, bored and ate half my food already"
"('negative', 0.836)",negative,Fear,"('Fear', 0.47461062097580375)"," I'm just couple bus stops away from an LC, but didn't realize that until about month or so ago"
"('negative', 0.679)",negative,Angry,"('Angry', 0.3244743537337833)","just finished an exam, every else has finished cos chose different course to my friends have one more exam on Thurs next week"
"('negative', 0.498)",negative,Fear,"('Fear', 0.3061982887289523)", is sooo much better than  my biology score's so bad.
"('positive', 0.629)",positive,Excited,"('Excited', 0.24963162848023143)","is back from the park and is very sunburnt cant wait  night,and is gonna get smashed..bein sober jst wnt as fun!"
"('negative', 0.909)",negative,Sad,"('Sad', 0.6015691581493953)", ouch. hate it when that happens.
"('negative', 0.471)",negative,Bored,"('Bored', 0.39940519277849035)", spoke but when niggas be looking at ya crazi all the time just stop.... plus always used to see yall when just wanted
"('negative', 0.703)",negative,Sad,"('Sad', 0.5702458008975442)"," ik, feel sooo bad for them"
"('negative', 0.802)",negative,Angry,"('Angry', 0.34671346669495917)", tried phoning you
"('negative', 0.987)",negative,Sad,"('Sad', 0.35242004635482044)","I'm working on working, but it's not working"
"('negative', 0.963)",negative,Angry,"('Angry', 0.34252658184637846)",WHAT THE HELL IS GOING ON?!?! Last night and this morning SUCKED... More moving tonight.
"('negative', 0.494)",negative,Sad,"('Sad', 0.378370789613233)",resorted to eating Mickey Ds ALONE.
"('negative', 0.69)",negative,Sad,"('Sad', 0.474170975191287)",need jb but dread the fact that it will have to be retail this summer
"('negative', 0.631)",negative,Sad,"('Sad', 0.34516267053297744)",Up and moving... my dad home when he should be working.. im due to work at 
"('negative', 0.796)",negative,Angry,"('Angry', 0.3901748730999447)",My invisibleSHIELD has gone yellow pissy colour! Don't look good!
"('neutral', 0.688)",neutral,Bored,"('Bored', 0.38443391746777994)",I'm exhausted new song ;one day; on myspace check out 
"('negative', 0.62)",negative,Sad,"('Sad', 0.26678990774606687)",I'm drawning in emails
"('negative', 0.833)",negative,Sad,"('Sad', 0.3074767050261186)",No twang photopass for tonite
"('positive', 0.895)",positive,Bored,"('Bored', 0.5950575331132295)"," Good morning, sis! Alas, it'll be time for me to say goodnight soon."
"('negative', 0.833)",negative,Angry,"('Angry', 0.33296878635182536)", it didnt from research the traffic in this beautiful system of twitter is approx msg/second.. mine only grabs msg/sec
"('negative', 0.841)",negative,Sad,"('Sad', 0.7719850048864372)",Starting to get sad.
"('neutral', 0.42)",neutral,Fear,"('Fear', 0.3229755985094434)",At ihop with the besties..minus one where's the dr.???? At work of course
"('negative', 0.849)",negative,Fear,"('Fear', 0.3332290828238405)",Feel like death evil headache and need to pack and drive to parents. Bum.
"('neutral', 0.357)",neutral,Sad,"('Sad', 0.34335428688413716)",Memorizing the first  lines of the General Prologue of The Canterbury Tales. Ughhh.
"('negative', 0.711)",negative,Fear,"('Fear', 0.30637172173357546)","Big Header Folio ( has been up hours, no sales yet I'm really impatient lol"
"('positive', 0.512)",positive,Sad,"('Sad', 0.581975113965247)",reaaally need you
"('negative', 0.953)",negative,Sad,"('Sad', 0.5941932173154817)", that sucks.
"('positive', 0.471)",positive,Fear,"('Fear', 0.28953040361679516)", lol funny thing is don't even know what class or even race half of the people in our group are yes am THAT clueless
"('neutral', 0.625)",neutral,Sad,"('Sad', 0.4650388567965047)"," oh Marly, I'm so sorry!! hope you find her soon!! ; ;"
"('negative', 0.984)",negative,Angry,"('Angry', 0.43610288065267455)",someone broke into my car big time having really bad day
"('negative', 0.754)",negative,Angry,"('Angry', 0.39973975211504204)"," the signal that makes your internet ;go; is pretty bad getting tech out will get that fixed up, though!"
"('neutral', 0.472)",neutral,Fear,"('Fear', 0.641740243204402)", Have you guys heard about the flu that's been going around? Swine Flu? Hope you guys are safe There've been deaths already. :-S
"('neutral', 0.83)",neutral,Happy,"('Happy', 0.35798215095022745)",Follow Friday  b/c she needs more followers
"('neutral', 0.598)",neutral,Sad,"('Sad', 0.5719344904230901)",R.I.P. Sammie the Cat
"('positive', 0.601)",positive,Sad,"('Sad', 0.3830792577727983)", Ha Ha thanks Tom! I'm such loser! Hopefully going on the nd June till rd July...what date goin? missing helen?
"('negative', 0.835)",negative,Angry,"('Angry', 0.49902161728364736)",Why doesnt joe sing in anything no affence nick but ur stealing the spotlight with guitar and singing
"('positive', 0.603)",positive,Sad,"('Sad', 0.6287787629698139)",Pressly Anne Hamm misses her mommy while she is in Texas 
"('negative', 0.779)",negative,Angry,"('Angry', 0.35973702246191835)",OMG...the heater in my room has been on all day while was at school ; now it's boiling
"('negative', 0.818)",negative,Bored,"('Bored', 0.4170298591919004)"," yeah got ur text! well ive only been on summer break for week, and so far its been boring... all do is watch tennis matches"
"('neutral', 0.759)",neutral,Angry,"('Angry', 0.2817829947355312)"," If you think Florida's heat will be too much, will reluctantly take your place"
"('negative', 0.513)",negative,Angry,"('Angry', 0.37262833869842144)","had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!"
"('negative', 0.684)",negative,Bored,"('Bored', 0.32029444686037073)",can't believe thought had morning shift today and told Alex that could take him to the airport. His flight is during my shift!
"('negative', 0.521)",negative,Sad,"('Sad', 0.5771190548180213)", ran out of space....hugging Jacob and Edward is just by himself
"('negative', 0.957)",negative,Sad,"('Sad', 0.7386150087558169)",Shit my neighbors dog just died.. it was hit by damn car.. feeling really sad
"('positive', 0.763)",positive,Sad,"('Sad', 0.699321144553132)",at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you
"('negative', 0.82)",negative,Angry,"('Angry', 0.3931266350381719)", Did you get your free chocolate?!? still haven't gotten my email.
"('negative', 0.841)",negative,Angry,"('Angry', 0.3032507255378406)", How did you swing those? We didn't get that close.
"('positive', 0.591)",positive,Sad,"('Sad', 0.3567329267912056)"," haha yeah this is improving my nite big time!! have to make skype call soon tho, so will have to tear myself away.."
"('negative', 0.892)",negative,Sad,"('Sad', 0.4657336239994085)",In the middle of breakfast the school called.Yep...back to get Shey...AGAIN.rd migraine this week or maybe one that never went away
"('positive', 0.749)",positive,Fear,"('Fear', 0.30643753311959115)"," Reminders are good! Speaking of which, we haven't had Posture Check in awhile....."
"('neutral', 0.69)",neutral,Excited,"('Excited', 0.26088119915059405)", know!
"('negative', 0.896)",negative,Sad,"('Sad', 0.4460141661897894)","Just joined, no one is following me"
"('negative', 0.635)",negative,Angry,"('Angry', 0.47394274502479283)","How did manage to schedule all my bills to eat my money all at the same time? EVE, rent and phone are all within couple days -.-"
"('negative', 0.807)",negative,Angry,"('Angry', 0.3413871182973165)","Maaaaaan what lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got "
"('negative', 0.895)",negative,Sad,"('Sad', 0.41515402226141396)",wanna do something tonight after work.... But dunno what...
"('negative', 0.74)",negative,Sad,"('Sad', 0.8023202569910213)",Alcohol makes me tired. And miss and want him so much. It hurts
"('negative', 0.947)",negative,Sad,"('Sad', 0.3728087574313133)",ok...so i'm Twittin from my computer...its gonna be bad when get on my phone.. cause ima be lost like shit
"('positive', 0.547)",positive,Sad,"('Sad', 0.4198742306844627)",REALLY wish was spoiled!
"('positive', 0.629)",positive,Sad,"('Sad', 0.7495231264924644)",Rest in peace Sheeba. You will be very missed. I'm off to go cry now.
"('negative', 0.689)",negative,Sad,"('Sad', 0.4432931427480947)",think juz missed my last bus .. Need to walk home sia 
"('negative', 0.577)",negative,Fear,"('Fear', 0.7832907696810207)",It smells badly of garlic
"('negative', 0.864)",negative,Bored,"('Bored', 0.6026072635652248)",today is going to be long day
"('positive', 0.548)",positive,Angry,"('Angry', 0.3493937360070745)", Me ttooo.
"('positive', 0.718)",positive,Excited,"('Excited', 0.20154785439236278)", yeah dude. Mike is out
"('negative', 0.897)",negative,Sad,"('Sad', 0.4216917462402475)",Damn...the right side of my earphones just stopped working all of sudden. Now need to buy new ones...
"('positive', 0.764)",positive,Happy,"('Happy', 0.5010355464035906)",ooh my icecream's gone oh no wait got another boxes on the freezor! yumm
"('positive', 0.624)",positive,Excited,"('Excited', 0.34333953814721485)",brought the SF fog to LA
"('negative', 0.902)",negative,Sad,"('Sad', 0.6006343558897105)",last night in cork and come tomorrow wont even remember it... double sad face haha... in the words on lily allen.. NOT FAIR!
"('negative', 0.881)",negative,Angry,"('Angry', 0.4606903474542918)","curses, firewall/proxy server restrictions!  it will have to wait until get home"
"('negative', 0.496)",negative,Sad,"('Sad', 0.38814491321747197)","have never had Starbucks coffee in my entire life, people keep making me jealous"
"('negative', 0.784)",negative,Sad,"('Sad', 0.41342299645317077)","Oh, ouch. That hurt. Damn washing machine is out to get me! ;.; ;.;"
"('positive', 0.824)",positive,Sad,"('Sad', 0.3636471751941152)", rt have had few hearts the past few days on etsy boo hoo....totally the same for me too ((((((
"('neutral', 0.554)",neutral,Fear,"('Fear', 0.282775865410793)", where ya at girlie...haven't heard from you in while missing your cheery disposition...LOL
"('negative', 0.966)",negative,Angry,"('Angry', 0.6646826141084489)",Momma martini went food shopping without me!!!!
"('negative', 0.54)",negative,Angry,"('Angry', 0.32544294741749846)", dont think so
"('negative', 0.882)",negative,Angry,"('Angry', 0.8302127091365114)",Grrr..stupid internet connection ruined great scrabble game
"('negative', 0.871)",negative,Sad,"('Sad', 0.39764492516772015)",want to go to my home!!! D: don't like stay in the work all alone
"('negative', 0.657)",negative,Sad,"('Sad', 0.4047379987619317)",My whole body back pain treatment and detox starts Monday. Not looking forward to summer of hot yoga and healthy food.
"('negative', 0.883)",negative,Sad,"('Sad', 0.48883879612139325)",dont think my twitpic is working
"('negative', 0.932)",negative,Angry,"('Angry', 0.3338278884174143)","Just updated my To-Do List (notepad, need something else?) with Flickr and downloads. Internet being slow and sluggish"
"('neutral', 0.491)",neutral,Fear,"('Fear', 0.353482844409611)",is sooo close to finishing her exams role on monday and will have my life back.
"('neutral', 0.525)",neutral,Sad,"('Sad', 0.31933967336304575)",Father is staying home and conference calling. Sorry 
"('neutral', 0.446)",neutral,Fear,"('Fear', 0.6468220099667245)","Gotta drop off some car parts for buddy to press out, then to the dentist! "
"('negative', 0.807)",negative,Sad,"('Sad', 0.35527403031121807)","Hmmm am very stuck, have uploaded picture but it doesn't show up :S urgently need serious Twitter help lol"
"('negative', 0.935)",negative,Angry,"('Angry', 0.4941284753905073)",think Ive buggered up my mobile ack. am stubborn arse and refuse to get new one.
"('positive', 0.482)",positive,Sad,"('Sad', 0.33715159633190744)",Weekend is getting close. Too bad I'll be stuck up north Hopefully I'll be able to get out next weekend for some real life fun.
"('positive', 0.618)",positive,Excited,"('Excited', 0.2074730223041927)","Outside for just about hour, the sun was bloody hot no tan Wait for monday then will spend around hours outside ;)"
"('positive', 0.602)",positive,Excited,"('Excited', 0.2914656822058022)"," Alas, the best can offer is small pony and rowing boat"
"('positive', 0.913)",positive,Excited,"('Excited', 0.43916975395274027)", It's pretty warm out now! forgot was sick though.
